设备,IMEI,时间,东西,经度,南北,纬度,速度,航向,高度,温度,电压,运动量,卫星,HDOP,VDOP,精度,有效性
H61F·6·C63巢·BJNN011·20190605,032235655,2020-06-01 12:00:52,东经,118.9059800,北纬,37.3750800,3.4,78,5,41.1,4.103,1313,5,1.6,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-06-01 10:00:43,东经,118.9062000,北纬,37.3750800,0,131,5,32.42,4.077,640,8,0.9,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-06-01 08:00:18,东经,118.9060800,北纬,37.3751300,0,17,8,31.48,4.044,405,5,1.4,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-06-01 06:00:42,东经,118.9061100,北纬,37.3751400,0,22,1,29.74,4.048,1462,12,0.8,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-06-01 04:00:42,东经,118.8840100,北纬,37.3471100,0,120,9,30.49,4.056,1748,9,0.8,0.7,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-06-01 02:00:43,东经,118.8843600,北纬,37.3472700,0,10,5,29.64,4.065,2318,7,1.5,1.2,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-06-01 00:00:19,东经,118.8838700,北纬,37.3470300,0,136,0,32.48,4.079,2193,4,1.6,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-31 22:00:42,东经,118.8847700,北纬,37.3471000,0,355,5,31.59,4.089,2655,15,0.9,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-31 20:00:42,东经,118.8850700,北纬,37.3473200,0,59,2,35.82,4.097,2596,5,1.6,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-31 18:00:52,东经,118.8847400,北纬,37.3470700,0,172,10,39.19,4.106,2872,10,0.8,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-31 16:00:19,东经,118.8726600,北纬,37.3570100,0,258,79,35.6,4.108,1072,4,2.4,1,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-31 14:00:42,东经,118.9061700,北纬,37.3751100,0,2,1,38.18,4.105,725,8,1.1,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-31 12:00:21,东经,118.9061400,北纬,37.3751500,2.1,170,9,34.37,4.049,977,6,1.3,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-31 10:00:42,东经,118.9055300,北纬,37.3740300,0,92,4,34.27,4.044,602,12,0.7,0.7,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-31 08:00:42,东经,118.9061000,北纬,37.3751500,0,29,1,27.64,4.048,425,11,0.8,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-31 06:00:43,东经,118.9072400,北纬,37.3746000,0,185,6,31.14,4.063,1017,8,0.9,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-31 04:00:22,东经,118.9061700,北纬,37.3750600,0,49,7,29.76,4.071,1119,5,1.7,0.9,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-31 02:00:42,东经,118.8724700,北纬,37.3565600,0,58,2,29.61,4.079,2120,11,0.8,1.1,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-31 00:00:24,东经,118.8702300,北纬,37.3552800,0,200,15,33.56,4.084,1824,5,1.3,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-30 22:00:42,东经,118.8699900,北纬,37.3553500,0,232,4,32.62,4.093,2819,10,0.9,0.7,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-30 20:00:51,东经,118.8718800,北纬,37.3564500,0,149,10,33.87,4.105,2650,8,1.1,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-30 18:00:43,东经,118.8731700,北纬,37.3565000,0,68,6,33.3,4.125,3169,7,1.1,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-30 16:00:44,东经,118.8729900,北纬,37.3564800,0,179,39,35.05,4.117,2501,4,1.2,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-30 14:00:43,东经,118.8725500,北纬,37.3570300,0,206,12,37.79,4.115,1671,5,1.4,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-30 12:00:29,东经,118.9062100,北纬,37.3751000,2.2,128,16,38.42,4.098,1089,5,2.5,0.9,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-30 10:00:42,东经,118.9061400,北纬,37.3751300,0,127,6,34.8,4.042,531,11,0.8,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-30 08:00:43,东经,118.9044400,北纬,37.3754300,0,185,9,33.23,4.048,688,8,0.9,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-30 06:00:52,东经,118.9062300,北纬,37.3751100,0,281,11,30.62,4.058,2051,5,1.9,0.8,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-30 04:00:30,东经,118.8713500,北纬,37.3564800,0,261,9,33.56,4.063,2381,4,3.9,1,C,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-30 02:01:03,东经,118.8724100,北纬,37.3566700,0,327,28,32.94,4.079,2142,10,0.9,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-30 00:00:53,东经,118.8726400,北纬,37.3563700,0,279,7,33.78,4.09,2144,4,1.7,0.9,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-29 22:00:26,东经,118.8714300,北纬,37.3565600,0,309,8,34.39,4.106,2209,5,2.4,0.9,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-29 20:00:42,东经,118.8716500,北纬,37.3566900,0,175,1,35.23,4.114,3261,6,1.9,0.9,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-29 18:00:42,东经,118.8713900,北纬,37.3567500,0,129,13,39.1,4.122,1877,9,0.8,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-29 16:00:43,东经,118.9060900,北纬,37.3751800,1.5,327,8,44.75,4.112,1934,5,1.6,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-29 14:00:42,东经,118.8853900,北纬,37.3469700,0,310,6,44.54,4.078,2651,8,1.1,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-29 12:00:42,东经,118.9061600,北纬,37.3751500,0,175,7,39.53,4.054,1694,10,0.9,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-29 10:00:52,东经,118.9126900,北纬,37.3768100,0,213,4,34.74,4.052,1164,6,1.3,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-29 08:00:43,东经,118.9069700,北纬,37.3743700,0,147,7,33.97,4.056,1925,9,1.3,0.7,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-29 06:00:18,东经,118.8853500,北纬,37.3462600,0,342,3,30.45,4.062,1067,5,1.3,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-29 04:00:42,东经,118.8837900,北纬,37.3464800,0,210,12,30.85,4.07,1042,15,0.7,0.6,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-29 02:00:42,东经,118.8839000,北纬,37.3464900,0,241,26,31.05,4.086,1875,9,0.9,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-29 00:00:19,东经,118.8840600,北纬,37.3464400,0,24,0,31.78,4.09,1655,7,1.3,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-28 22:00:43,东经,118.8847500,北纬,37.3468700,1.9,108,2,34.48,4.098,2855,9,0.9,0.7,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-28 20:00:19,东经,118.8840900,北纬,37.3468600,0,347,19,39.37,4.102,3037,5,1.8,0.9,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-28 18:00:42,东经,118.8843400,北纬,37.3471300,0,114,2,39.79,4.109,2858,10,0.8,0.7,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-28 16:00:26,东经,118.8832100,北纬,37.3474400,2,89,21,40.65,4.123,1301,4,1.6,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-28 14:00:53,东经,118.9436600,北纬,37.3662800,0,127,10,41.88,4.095,974,5,1.9,0.9,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-28 12:00:52,东经,118.9375500,北纬,37.3552800,2.3,250,14,38.53,4.085,2073,6,1,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-28 10:00:42,东经,118.9125900,北纬,37.3765700,0,86,0,35.04,4.076,1339,7,1.8,0.9,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-28 08:00:20,东经,118.9061200,北纬,37.3751000,0,3,1,32.3,4.081,880,7,1.2,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-28 06:00:42,东经,118.9061000,北纬,37.3751100,0,116,7,30.25,4.104,675,13,0.7,0.7,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-28 04:00:18,东经,118.9215900,北纬,37.3379700,0,271,12,30.75,4.109,1698,6,2,0.8,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-28 02:00:43,东经,118.9216000,北纬,37.3380800,0,335,7,30.63,4.12,2431,15,0.7,0.7,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-28 00:00:43,东经,118.9215800,北纬,37.3381800,0,60,7,32.3,4.13,2577,5,1.1,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-27 22:00:42,东经,118.9217600,北纬,37.3380000,0,309,1,33.49,4.141,2072,6,1.2,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-27 20:00:42,东经,118.9386900,北纬,37.3552700,0,335,6,30.33,4.156,1116,12,0.8,0.7,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-27 18:00:53,东经,118.9048400,北纬,37.3750600,0,209,2,36.63,4.159,1991,7,1.1,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-27 16:00:42,东经,118.8852600,北纬,37.3464700,0,136,7,38.08,4.449,2888,6,1.2,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-27 14:00:42,东经,118.8850700,北纬,37.3463100,0,91,3,37.31,4.068,2793,6,1.2,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-27 12:00:43,东经,118.8847600,北纬,37.3463800,0,328,14,36.94,3.937,3420,6,1.2,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-27 10:00:51,东经,118.8852200,北纬,37.3465000,1.8,47,6,33.91,3.923,2248,5,3.7,0.8,C,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-27 08:00:44,东经,118.9061400,北纬,37.3750500,0,124,6,31.17,3.915,1782,7,1.2,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-27 06:01:13,东经,118.8837100,北纬,37.3465100,0,30,17,31.3,3.924,2191,8,0.9,1.2,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-27 04:00:45,东经,118.8830900,北纬,37.3458500,0,289,5,29.35,3.931,1970,6,1.1,2.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-27 00:00:43,东经,118.8831800,北纬,37.3458400,0,325,2,30.74,3.951,1497,11,0.9,0.7,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-26 22:00:28,东经,118.8830200,北纬,37.3458100,0,254,2,31.68,3.958,1814,4,3,1,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-26 20:00:43,东经,118.9061100,北纬,37.3751000,0,207,3,34.84,3.97,1904,11,0.9,0.7,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-26 18:00:26,东经,118.9064600,北纬,37.3752700,1.8,248,29,36.39,3.96,2968,4,4.1,0.9,C,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-26 16:00:43,东经,118.8849400,北纬,37.3465000,0,329,5,39.37,3.947,3660,11,0.9,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-26 14:00:26,东经,118.8854100,北纬,37.3466500,0,341,15,38.12,3.95,1999,4,2.7,0.9,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-26 12:00:42,东经,118.9031300,北纬,37.3751400,0,102,8,37.76,3.925,1709,13,0.7,0.7,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-26 10:00:43,东经,118.8725400,北纬,37.3558500,0,20,20,34.89,3.915,2865,7,1,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-26 08:00:42,东经,118.8890200,北纬,37.3816300,0,190,3,32.3,3.927,1632,7,1,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-26 06:00:19,东经,118.9429900,北纬,37.3653400,0,154,14,30.36,3.933,1477,6,2.6,0.9,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-26 04:00:42,东经,118.9455900,北纬,37.3648100,0,141,5,27.87,3.942,1573,12,0.9,0.7,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-26 02:00:48,东经,118.9439100,北纬,37.3659700,0,158,1,28.03,3.956,1162,8,1,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-26 00:00:17,东经,118.9471100,北纬,37.3653500,0,275,81,31.44,3.962,1254,5,1.6,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-25 22:00:43,东经,118.9379900,北纬,37.3553300,1.5,236,2,33.82,3.978,1277,9,1.1,0.7,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-25 20:00:42,东经,118.9386300,北纬,37.3556900,1.5,193,2,32.12,3.997,767,3,3.2,1,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-25 16:00:22,东经,118.9462400,北纬,37.3662200,0,214,7,40.68,3.978,1448,4,3.8,0.9,C,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-25 14:00:42,东经,118.9465300,北纬,37.3661700,0,33,8,40.98,3.961,892,12,0.8,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-25 12:00:42,东经,118.9462700,北纬,37.3662300,0,189,5,43.41,3.919,2101,8,1,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-25 10:00:43,东经,118.9462700,北纬,37.3661800,0,26,1,36.81,3.92,1711,10,0.8,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-25 08:00:26,东经,118.9372000,北纬,37.3555100,0,185,12,34.22,3.92,1306,4,3.3,0.9,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-25 06:00:42,东经,118.9479000,北纬,37.3659800,0,223,5,31.44,3.928,1815,9,0.8,0.7,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-25 02:00:43,东经,118.9371900,北纬,37.3552700,0,323,7,32.76,3.944,4095,8,1,0.7,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-25 00:00:26,东经,118.9377700,北纬,37.3552100,0,217,5,31.43,3.953,3394,4,4.8,6.4,C,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-24 22:00:43,东经,118.9377600,北纬,37.3552100,0,327,5,30.58,3.967,1578,10,0.8,0.7,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-24 20:00:22,东经,118.9453000,北纬,37.3659300,3,231,28,32.44,3.979,1672,4,3,0.9,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-24 16:00:26,东经,118.9475700,北纬,37.3650400,0,344,21,40.04,3.962,1372,4,2,1,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-24 14:00:42,东经,118.9469500,北纬,37.3651500,4,357,17,42.74,3.955,1537,5,6.5,4.9,C,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-24 12:00:42,东经,118.9474600,北纬,37.3653000,2.4,207,3,40.29,3.937,1570,8,1.4,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-24 10:00:42,东经,118.9470100,北纬,37.3651800,0,179,0,39.5,3.943,1769,6,1,1.5,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-24 08:00:43,东经,118.9471700,北纬,37.3652300,0,80,8,34.43,3.945,1795,5,2.5,0.9,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-24 06:00:21,东经,118.9464300,北纬,37.3652400,3.4,284,13,31.24,3.953,515,6,1.1,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-24 04:00:42,东经,118.9480300,北纬,37.3653600,0,171,8,28.81,3.965,1285,11,0.8,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-24 02:00:43,东经,118.9471200,北纬,37.3651800,0,66,0,30.08,3.979,959,8,1.3,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-24 00:00:52,东经,118.9473500,北纬,37.3652600,0,294,0,30.63,3.997,1309,4,1.8,0.9,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-23 22:00:42,东经,118.9438100,北纬,37.3660400,0,28,0,30.73,4.011,1169,6,1.3,0.7,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-23 20:00:41,东经,118.9379800,北纬,37.3553800,0,315,1,30.34,4.022,1563,9,1,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-23 18:00:51,东经,118.9374600,北纬,37.3552100,0,6,6,34.25,4.029,1050,7,1,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-23 16:00:43,东经,118.9471100,北纬,37.3651700,0,145,5,32.14,4.015,1198,8,1,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-23 14:01:24,东经,118.9471300,北纬,37.3655300,0,126,21,32.34,3.947,1087,5,1.8,0.8,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-23 12:00:20,东经,118.9405900,北纬,37.3601800,0,197,6,37.33,3.922,1208,4,2.2,0.9,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-23 10:00:42,东经,118.8773900,北纬,37.3650400,0,161,2,34.24,3.916,1536,13,0.9,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-23 08:00:42,东经,118.9408700,北纬,37.3593400,0,258,3,29.07,3.909,1599,7,1.2,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-23 06:00:24,东经,118.9439500,北纬,37.3659900,0,267,25,28.72,3.914,1451,6,2,0.8,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-23 04:00:42,东经,118.9235700,北纬,37.3381600,0,338,5,30.83,3.919,1285,11,0.8,0.7,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-23 02:00:42,东经,118.9235600,北纬,37.3380100,0,274,10,32.69,3.924,2496,7,1.2,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-23 00:00:43,东经,118.9235800,北纬,37.3381300,0,184,1,31.87,3.93,2741,8,1.1,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-22 22:00:23,东经,118.9236100,北纬,37.3382100,0,42,21,31.89,3.935,1152,4,2,0.9,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-22 20:00:52,东经,118.8853700,北纬,37.3787000,0,80,10,33.85,3.958,1593,10,0.8,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-22 16:00:42,东经,118.9379000,北纬,37.3553600,0,66,3,40.42,3.947,1042,4,1.3,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-22 14:00:19,东经,118.9367800,北纬,37.3553800,2.6,162,0,40.12,3.92,951,4,2,0.9,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-22 12:00:53,东经,118.9401000,北纬,37.3582000,0,184,27,43.72,3.899,1424,8,1,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-22 10:00:21,东经,118.9436900,北纬,37.3653000,0,330,12,36.19,3.865,1467,6,1,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-22 08:01:14,东经,118.9346200,北纬,37.3560100,0,301,1,30.28,3.859,1985,11,0.8,0.7,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-22 06:00:21,东经,118.8710300,北纬,37.3259600,0,325,4,30.11,3.866,1601,3,2.9,1,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-22 04:00:42,东经,118.8708600,北纬,37.3259100,0,67,7,31.86,3.877,1947,6,1.1,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-22 02:00:51,东经,118.8711500,北纬,37.3278000,3.2,193,81,32.22,3.89,2035,5,7.2,0.9,C,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-22 00:00:18,东经,118.8711600,北纬,37.3259900,0,52,10,31.45,3.896,1991,6,1.3,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-21 22:01:15,东经,118.8711300,北纬,37.3260100,0,11,3,29.98,3.926,1888,10,0.9,0.7,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-21 20:00:26,东经,118.8710900,北纬,37.3257900,0,322,42,35,3.933,1939,4,1.6,1,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-21 18:00:42,东经,118.8711600,北纬,37.3259800,0,280,5,38.76,3.933,1901,12,0.7,0.7,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-21 16:00:42,东经,118.8712500,北纬,37.3261600,0,322,5,39.96,3.933,1146,8,1.1,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-21 14:00:42,东经,118.9442400,北纬,37.2504200,2,301,7,40.39,3.904,1259,4,2.4,0.9,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-21 12:00:42,东经,118.9163600,北纬,37.1759900,0,85,9,37.24,3.844,2227,9,0.9,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-21 10:01:14,东经,118.9250200,北纬,37.1753200,0,66,16,33.69,3.792,1588,9,1,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-21 08:00:43,东经,118.9431800,北纬,37.2498700,0,240,9,29.81,3.781,1451,6,1.7,0.9,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-21 06:00:20,东经,118.9406700,北纬,37.3563800,0,291,13,30.93,3.783,744,4,1.4,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-21 04:00:42,东经,118.8711000,北纬,37.3259700,0,240,15,30.22,3.788,1584,13,0.8,0.7,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-21 02:00:18,东经,118.8710800,北纬,37.3261700,0,143,5,31.42,3.79,2276,5,1.7,0.9,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-21 00:00:42,东经,118.8706300,北纬,37.3261300,0,299,3,30.69,3.797,2000,12,0.8,0.7,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-20 22:00:20,东经,118.8712200,北纬,37.3259300,0,282,10,33.46,3.801,1728,5,1.6,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-20 20:00:42,东经,118.8709500,北纬,37.3261600,0,82,10,35.78,3.812,1913,8,1,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-20 18:00:42,东经,118.8710800,北纬,37.3261800,0,41,2,40.1,3.812,1947,6,1,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-20 16:00:26,东经,118.8714000,北纬,37.3261900,0,109,13,43.23,3.794,1850,4,3.3,3.2,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-20 14:00:42,东经,118.8701900,北纬,37.3262600,0,50,7,41.6,3.77,1794,7,1.4,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-20 12:00:42,东经,118.8699600,北纬,37.3263900,0,65,22,36.89,3.765,1769,6,1.7,0.8,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-20 10:00:43,东经,118.8459600,北纬,37.2995300,1.7,241,6,36.68,3.759,1042,8,1.1,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-20 08:00:43,东经,118.9414100,北纬,37.3576900,2.9,343,1,31.47,3.747,1572,12,0.8,1.2,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-20 06:00:20,东经,118.9454500,北纬,37.3577500,0,319,5,29.11,3.75,1046,5,1.4,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-20 04:00:43,东经,118.9400600,北纬,37.3574900,0,191,6,28.69,3.753,811,13,0.7,0.7,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-20 00:00:42,东经,118.8695600,北纬,37.3261000,0,335,2,30.7,3.761,2052,11,0.9,1.1,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-19 22:00:18,东经,118.8709200,北纬,37.3260900,0,324,2,30.85,3.765,1726,7,1.1,0.7,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-19 20:00:42,东经,118.8709300,北纬,37.3262400,0,55,6,36.67,3.771,1486,12,0.8,0.7,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-19 18:00:42,东经,118.8712000,北纬,37.3262400,0,348,7,39.34,3.766,1687,10,1,1.6,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-19 16:00:43,东经,118.8698700,北纬,37.3262300,0,235,31,39.23,3.751,1526,9,0.9,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-19 14:00:26,东经,118.8702200,北纬,37.3263400,2.5,231,2,42.52,3.736,1690,4,2,0.8,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-19 12:00:43,东经,118.8693500,北纬,37.3261500,0,189,2,37.54,3.723,1619,9,1,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-19 10:00:24,东经,118.8987000,北纬,37.3104400,0,263,2,34.99,3.704,2273,4,2.9,0.9,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-19 06:00:20,东经,118.9446600,北纬,37.3575200,0,203,4,27.49,3.72,1349,4,1.4,0.9,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-19 04:00:42,东经,118.8973000,北纬,37.3091300,0,170,8,27.82,3.724,1564,8,0.9,0.8,A,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-19 02:00:20,东经,118.8972400,北纬,37.3130100,3.3,179,1,29.7,3.725,1932,4,3.7,0.9,C,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-19 00:00:42,东经,118.9001200,北纬,37.3107500,0,113,6,29.89,3.73,2585,6,1.7,2.1,B,可用
H61F·6·C63巢·BJNN011·20190605,032235655,2020-05-18 22:00:43,东经,118.8972400,北纬,37.3132500,0,325,4,30.72,3.735,2574,8,1,0.8,A,可用
